# ----------------------------------------,,,,,,,,,,
# Report CSV Export,,,,,,,,,,
# Account: mybroadline.com,,,,,Entrances,,,,,
# Property: www.mybrodline.com - GA4,,,,,4641,,,,,
# ----------------------------------------,,,,,,,,,,
# ,,,,,,,,,,
# Session medium exactly matches organic,,,,,,,,,,
# Start date: 20230524,,,,,,,,,,
# End date: 20231122,,,,,,,,,,
Session medium,Landing page + query string,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count,Conversions,Total revenue
organic,/product/vssl-a-1x/,4,0,0,0,2.75,0,11,0,0
organic,/product/wnph456673/,3,0,0,0,3,0,9,0,0
organic,/product/xms-1010p/,3,2,0,0.666666667,3.666666667,0.666666667,11,0,0
organic,/sign-up-for-sonos-webinars/,5,1,0,0.333333333,3.2,0.2,16,0,0
organic,/wp-content/cache/wp-rocket/mybroadline.com/brand/celerity-technologies/index.html_gzip,3,0,0,0,3,0,9,0,0
organic,/brand/cool-components/,2,0,0,0,2.5,0,5,0,0
organic,/brand/heos/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/brand/hp-dirt-devil/,2,2,54,1,57.5,1,115,0,0
organic,/brand/just-add-power/,2,0,0,0,2.5,0,5,0,0
organic,/brand/legrand/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/brand/luxul/,2,1,0,0.5,4,0.5,8,0,0
organic,/brand/pulse-audio/,2,0,0,0,3,0,6,0,0
organic,/brand/qolsys/?orderby=price-desc,2,0,0,0,3,0,6,0,0
organic,/brand/rockustics/,2,0,0,0,3,0,6,0,0
organic,/brand/screen-innovations/,4,0,0,0,2.5,0,10,0,0
organic,/careers/,2,0,0,0,3,0,6,0,0
organic,/four-reason-every-home-needs-a-central-vacuum-system/,2,0,0,0,3,0,6,0,0
organic,/heres-what-to-do-if-you-cant-find-a-sonos-amp/,2,0,0,0,3,0,6,0,0
organic,/logo/definitive-technology/,2,1,0,0.5,4,0.5,8,0,0
organic,/my-account/lost-password/?reset-link-sent=true,2,0,0,0,2,0,4,0,0
organic,/my-account/orders/,3,1,0,0.5,3,0.333333333,9,0,0
organic,/new-product-alert-pro-controls/,2,1,0,0.5,5,0.5,10,0,0
organic,/news/,3,0,0,0,2.666666667,0,8,0,0
organic,/product-category/av-receivers-and-amps/rack-mount/,2,0,0,0,3,0,6,0,0
organic,/product-category/cables/,2,2,28,1,9,1,18,0,0
organic,/product-category/centralvac/page/3/,2,1,0,0.5,4,0.5,8,0,0
organic,/product-category/projection-screens/,9,5,18.22222222,2.5,6.555555556,0.555555556,59,0,0
organic,/product/039-358wh/,5,1,0,0.5,2.6,0.2,13,0,0
organic,/product/16-4-speaker-wire-500-box-scp/,2,1,0,0.5,4.5,0.5,9,0,0
organic,/product/1m-premium-stereo-rca-cable/,2,1,25,0.5,5,0.5,10,0,0
organic,/product/2gig-smkt8-345/,2,0,0,0,3,0,6,0,0
organic,/product/4050ub/,2,0,0,0,3,0,6,0,0
organic,/product/4k-hdmi-audio-extractor/,2,1,0,0.5,4.5,0.5,9,0,0
organic,/product/5545w-tubing-support-strap/,2,0,0,0,3,0,6,0,0
organic,/product/6x6-in-wall-box-w-dual-power-outlets/,2,1,0,0.5,4.5,0.5,9,0,0
organic,/product/80202a-chameleon-2-valve-kit-almond/,2,1,35.5,0.5,6.5,0.5,13,0,0
organic,/product/80202w-chameleon-2-valve-complete-install-kit-white/,2,0,0,0,3,0,6,0,0
organic,/product/80300-vroom-retract-vac/,2,0,0,0,3,0,6,0,0
organic,/product/80350-chameleon-non-rf-gas-pump-handle/,3,0,0,0,2.333333333,0,7,0,0
organic,/product/8884-hs-dirt-devil-e-class-cleanteam-deluxe-with-30-hose-and-hose-sock-for-univ/,2,0,0,0,2.5,0,5,0,0
organic,/product/a-1-vssl,2,0,0,0,3,0,6,0,0
organic,/product/a120/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/aa35-mixer-amp/,2,0,0,0,3,0,6,0,0
organic,/product/adc-11402rsd-advanced-14-2-stranded-shielded-cable-1000-feet/,2,0,0,0,3,0,6,0,0
organic,/product/adc-71802sd-18-awg-2-conductor-shielded-comm-3-4-purple-jacket-1000-ft/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/adc-911202sd-advanced-digital-12-2-stranded-shielded-plenum-white-jacket/,2,0,0,0,3,0,6,0,0
organic,/product/adc-912204-adc-22-4-stranded-cable-plenum-cmp-white-1000-ft-pull-box/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/adc-981402-14-2-fplp-plenum-fire-alarm-red-1000ft/,2,1,0,0.5,4,0.5,8,0,0
organic,/product/adc-csvr126-16ch-2x6tb/,2,0,0,0,3,0,6,0,0
organic,/product/adc-v622/,2,0,0,0,3,0,6,0,0
organic,/product/adc-vc736/,2,0,0,0,3,0,6,0,0
organic,/product/adc-vpe-9ft-w/,2,0,0,0,3,0,6,0,0
organic,/product/al07500c-7-inch-black-plenum-rated-cable-ties/,2,0,0,0,3,0,6,0,0
organic,/product/ampg1us1blk-sonos-amp/,2,0,0,0,3,0,6,0,0
organic,/product/ap-5-sleeve-white-for-ipad-air/,2,1,0,0.5,4,0.5,8,0,0
organic,/product/archt-6-sstt/,3,1,0,0.5,3,0.333333333,9,0,0
organic,/product/archt-8-pcb/,3,0,0,0,2.666666667,0,8,0,0
organic,/product/atlas-sound-cp700-power-amp/,2,0,0,0,3,0,6,0,0
organic,/product/avr-x6700h/,2,0,0,0,3,0,6,0,0
organic,/product/ax-mini4-bundle-1/,2,0,0,0,3.5,0,7,0,0
organic,/product/biocam-300/,2,1,0,0.5,4,0.5,8,0,0
organic,/product/cat6-plenum-1000-box-white/,2,0,0,0,3,0,6,0,0
organic,/product/cd-411-us-at/,2,0,0,0,3,0,6,0,0
organic,/product/cfr2115-b1/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/cs-fit65flg/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/curve-235-acousticpro-4k/,2,0,0,0,3,0,6,0,0
organic,/product/da-2050-vanguard-2-x-50-wpc-stereo-digital-amplifier/,2,0,0,0,3,0,6,0,0
organic,/product/dark-star-9-efinity/,2,0,0,0,3,0,6,0,0
organic,/product/dht-s516/,2,0,0,0,3,0,6,0,0
organic,/product/double-gang-in-wall-surge-protector-1080-joules/,2,0,0,0,3,0,6,0,0
organic,/product/edid-hdmi-regenerator-tool/,2,0,0,0,3,0,6,0,0
organic,/product/ef120h-pst/,2,2,69.5,1,6.5,1,13,0,0
organic,/product/ef138c-pst/,2,0,0,0,3,0,6,0,0
organic,/product/evolution-2in1-hdmia%C2%A8-switch-with-multiview-and-pip/,2,0,0,0,3,0,6,0,0
organic,/product/evolution-hdbaset%C2%89a%C2%A2-16in16-matrix-selector-switch/,2,0,0,0,3,0,6,0,0
organic,/product/evolution-hdbaset%C2%89a%C2%A2-4k60hz-444-chroma-hdr-extender-164ft-50m/,2,0,0,0,3,0,6,0,0
organic,/product/evolution-hdmia%C2%A8-4-x-4-matrix-selector-switch-over-cat5e-cat6-with-poe-receivers/,2,0,0,0,3,0,6,0,0
organic,/product/google-nest-thermostat-ga02180-us/,2,0,0,0,3,0,6,0,0
organic,/product/hdmi-extender-over-single-cat5e-60m-w-ir-4k/,3,0,0,0,2.666666667,0,8,0,0
organic,/product/heos-amp/,2,0,0,0,3,0,6,0,0
organic,/product/icip-d4732z-4mp-motorozized-varifocal/,2,0,0,0,3,0,6,0,0
organic,/product/indoor-outoor-medium-antenna-amplified/,2,0,0,0,3,0,6,0,0
organic,/product/ip%E2%80%90ptz%E2%80%90889/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/iport-charge-stand-works-with-any-charge-case/,2,0,0,0,3,0,6,0,0
organic,/product/iq-panel-2-plus-verizon-lte-encrypted-2-1-kit/,2,0,0,0,3,0,6,0,0
organic,/product/ir-connecting-cable-stereo-to-mono/,2,0,0,0,3,0,6,0,0
organic,/product/ir-transmitter-add-on-for-evsp1002-1004-1008-also-compatible-with-select-evolution-matrix-and-extender-units/,2,0,0,0,2.5,0,5,0,0
organic,/product/lcrdm-iw-kit/,2,1,0,0.5,6,0.5,12,0,0
organic,/product/lutron-ra2-hybrid-2rld-wall-keypad/,2,0,0,0,3,0,6,0,0
organic,/product/lutron-ra2-large-5-button-tabletop-keypad/,2,0,0,0,3,0,6,0,0
organic,/product/lutron-ra2-seetemp-control-fahrenheit/,2,1,0,0.5,4,0.5,8,0,0
organic,/product/mifare-card,2,0,0,0,3,0,6,0,0
organic,/product/monster-cable-mounts-mt64-tilt-wall-mount/,2,0,0,0,3,0,6,0,0
organic,/product/monster-mounts-large-full-motion-ultra-mount-ma641/,2,0,0,0,3,0,6,0,0
organic,/product/motion-20i-matte-white/,2,0,0,0,3,0,6,0,0
organic,/product/ms-n1008-upc/,2,0,0,0,3,0,6,0,0
organic,/product/ms-n5008-uc/,2,0,0,0,3,0,6,0,0
organic,/product/mtc-210ub,2,0,0,0,3,0,6,0,0
organic,/product/nc8fitcbi/,2,1,0,0.5,2.5,0.5,5,0,0
organic,/product/nfc-82-tdg-audio-8-no-flange-ceiling-with-aluminum-trueform-woofer/,2,0,0,0,3,0,6,0,0
organic,/product/nflcr53-nflcr-53-dual-5-in-wall-lcr-speaker-dual-5-kevlar-trueform-woofers/,2,0,0,0,3,0,6,0,0
organic,/product/nv-p30-bk/,2,0,0,0,3,0,6,0,0
organic,/product/nvp5200-na/,2,0,0,0,3,0,6,0,0
organic,/product/nx-411-us-at/,2,0,0,0,3,0,6,0,0
organic,/product/os-62t-b-tdg-audio-6-%c2%bd-outdoor-8ohm-or-70v-100v-aluminum-speaker-in-black/,2,0,0,0,3,0,6,0,0
organic,/product/panther16%E2%80%904m/,2,0,0,0,2.5,0,5,0,0
organic,/product/pas-4-1-bu/,2,0,0,0,3,0,6,0,0
organic,/product/pas42600/,2,2,0,1,4,1,8,0,0
organic,/product/pb-85/,2,0,0,0,3,0,6,0,0
organic,/product/pb-lci-c/,2,0,0,0,3,0,6,0,0
organic,/product/pdu-08/,2,0,0,0,3,0,6,0,0
organic,/product/phoenix-16-8p/,2,0,0,0,3,0,6,0,0
organic,/product/port1us1blk-sonos-port-streamer/,2,0,0,0,3,0,6,0,0
organic,/product/pro-mounts-uc-pro310-large-tilt-ceiling-tv-mount/,2,1,4,0.5,3.5,0.5,7,0,0
organic,/product/pro24-z/,2,0,0,0,3,0,6,0,0
organic,/product/prolink-r-plus-processor-with-ir-emitters/,2,0,0,0,3,0,6,0,0
organic,/product/qar-series-rack-12-ru-24d/,2,0,0,0,3,0,6,0,0
organic,/product/qs-1112-p01/,2,0,0,0,3,0,6,0,0
organic,/product/qs-8130-p01/,2,0,0,0,3,0,6,0,0
organic,/product/r-150t-250-box-1-50-riser-conduit/,3,1,0,0.5,7.666666667,0.333333333,23,0,0
organic,/product/replacement-tip-for-5-16-rod/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/ring-indoor-cam-white/,2,1,52,0.5,8.5,0.5,17,0,0
organic,/product/rrst-w2b-wh-radiora3-sunnata-2-button-keypad-white/,3,0,0,0,2.666666667,0,8,0,0
organic,/product/s1shfww1-sonos-shelf-for-one-and-play1-white/,2,0,0,0,3,0,6,0,0
organic,/product/sasb1-soundbar-mount/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/sc-n10/,3,0,0,0,2.666666667,0,8,0,0
organic,/product/scp-22-2-stranded-security-cable-1000ft-box/,2,0,0,0,3,0,6,0,0
organic,/product/scp-22-4-stranded-security-cable-500ft-coil-yellow/,2,0,0,0,3,0,6,0,0
organic,/product/smart-home-control-2-switch-panel/,2,0,0,0,3,0,6,0,0
organic,/product/snaptoggle-304-stainless-steel-toggle-bolts-50440/,2,0,0,0,3,0,6,0,0
organic,/product/supercube-6000/,2,1,0,0.5,4.5,0.5,9,0,0
organic,/product/surface-40/,2,0,0,0,3,0,6,0,0
organic,/product/the-peregrine-hd-fixed-frame-screen-2/,2,0,0,0,3,0,6,0,0
organic,/product/thtr69/,2,0,0,0,3,0,6,0,0
organic,/product/tilt-26-42-70lbs-2/,2,0,0,0,3,0,6,0,0
organic,/product/toggler-plastic-toggle-anchors-11029/,2,0,0,0,3,0,6,0,0
organic,/product/toggler-plastic-toggle-anchors-50525/,2,0,0,0,3,0,6,0,0
organic,/product/ubiquiti-picostation-m2hp-2-4-ghz/,2,0,0,0,3,0,6,0,0
organic,/product/umb-46-60-c/,3,1,0,0.5,3.333333333,0.333333333,10,0,0
organic,/product/ut-pro310-tilt-post-leveling/,8,1,0,0.5,2.375,0.125,19,0,0
organic,/product/vailamp-vanguard-in-wall-recessed-low-voltage-smart-amp-for-alexa-dot-includes/,2,0,0,0,3,0,6,0,0
organic,/product/vdlt17-b1/,2,0,0,0,3,0,6,0,0
organic,/product/wd60purx/,3,2,0,1,3.666666667,0.666666667,11,0,0
organic,/product/wjh12-3-4-j-hook/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/wmag26ctuv-26lb-magnetic-cable-tie-mount-uv-black/,2,1,0,0.5,3.5,0.5,7,0,0
organic,/product/wndr-dcbl-gn/,2,0,0,0,3,0,6,0,0
organic,/product/xsa-sfp1/,2,0,0,0,3,0,6,0,0
organic,/proposals/,3,2,0,1,3.666666667,0.666666667,11,0,0
organic,/shop-by-category,2,0,0,0,3,0,6,0,0
organic,/shop/,2,2,1.5,1,5.5,1,11,0,0
organic,/terms-and-conditions/,3,0,0,0,2.666666667,0,8,0,0
organic,(not set),3,1,4.333333333,1,4.333333333,0.333333333,13,0,0
organic,/3-must-haves-in-your-home-security-kits/,2,0,0,0,2.5,0,5,0,0
organic,/?filters=brand[1736]|_stock_status[1],2,1,0,1,2.5,0.5,5,0,0
organic,/?s=1+port+faceplate&post_type=product&dgwt_wcas=1,1,1,544,1,69,1,69,0,0
organic,/?s=247&post_type=product&dgwt_wcas=1,1,1,0,1,6,1,6,0,0
organic,/?s=280701-162&post_type=product&dgwt_wcas=1,1,1,340,1,60,1,60,0,0
organic,/?s=43-may&post_type=product&dgwt_wcas=1,1,0,1,0,4,0,4,0,0
organic,/?s=70740&post_type=product&dgwt_wcas=1,1,1,50,1,37,1,37,0,0
organic,/?s=70v+Ceiling+speaker&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=BXAXSXR42R&post_type=product&dgwt_wcas=1,1,0,3,0,4,0,4,0,0
organic,/?s=CAT6&post_type=product&dgwt_wcas=1&filters=product_cat[960]|_stock_status[1],1,1,17,1,26,1,26,0,0
organic,/?s=HD4K&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=Hdmi+cable&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=Invisible+speakers&post_type=product&dgwt_wcas=1&paged=3,1,1,64,1,10,1,10,0,0
organic,/?s=Key+Digital&post_type=product&dgwt_wcas=1,2,2,6,2,6.5,1,13,0,0
organic,/?s=Oc3+tube&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=Outdoor+ceiling+speaker&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=Outdoor+speakers&post_type=product&dgwt_wcas=1&paged=2,1,0,0,0,2,0,2,0,0
organic,/?s=Pull+gun+&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=QS9004-840-06-00&post_type=product&dgwt_wcas=1,1,0,2,0,4,0,4,0,0
organic,/?s=Sonos&post_type=product&dgwt_wcas=1&paged=2,1,1,0,1,5,1,5,0,0
organic,/?s=Sonos+speakers&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=Spotlight+Cam+Pro&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=Structure+&post_type=product&dgwt_wcas=1,1,1,181,1,44,1,44,0,0
organic,/?s=Tilting+tv+mount&post_type=product&dgwt_wcas=1&paged=2,1,0,0,0,2,0,2,0,0
organic,/?s=Veto&post_type=product&dgwt_wcas=1,1,1,13,1,10,1,10,0,0
organic,/?s=Wall+mount++enclosure&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=ceiling+grid+wire&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=enp20&post_type=product&dgwt_wcas=1,1,1,7,1,8,1,8,0,0
organic,/?s=iport+luxe+case&post_type=product&dgwt_wcas=1,1,1,121,1,25,1,25,0,0
organic,/?s=key+digital&post_type=product&dgwt_wcas=1&filters=brand[672],1,0,0,0,3,0,3,0,0
organic,/?s=landscape&post_type=product&dgwt_wcas=1,1,1,0,1,4,1,4,0,0
organic,/?s=launch+port&post_type=product&dgwt_wcas=1,1,1,2,1,10,1,10,0,0
organic,/?s=martin+logan&post_type=product&dgwt_wcas=1,1,1,0,1,5,1,5,0,0
organic,/?s=ml75&post_type=product&dgwt_wcas=1,1,1,0,1,5,1,5,0,0
organic,/?s=nest&post_type=product&dgwt_wcas=1&paged=2,1,1,24,1,18,1,18,0,0
organic,/?s=ring&post_type=product&dgwt_wcas=1,1,0,0,0,2,0,2,0,0
organic,/?s=sonamp&post_type=product&dgwt_wcas=1,1,1,36,1,7,1,7,0,0
organic,/?s=truaudion&post_type=product&dgwt_wcas=1,1,1,2,1,9,1,9,0,0
organic,/?s=v180&post_type=product&dgwt_wcas=1,1,0,2,0,4,0,4,0,0
organic,/?s=vertical+cable&post_type=product&dgwt_wcas=1,1,1,0,1,3,1,3,0,0
organic,/?s=wms2-b1&post_type=product&dgwt_wcas=1,1,0,1,0,6,0,6,0,0
organic,/author/dulcebroadlinecable-com/,1,0,0,0,3,0,3,0,0
organic,/brand/advanced-cable-ties/,5,0,0,0,2.2,0,11,0,0
organic,/brand/artison/,1,0,0,0,3,0,3,0,0
organic,/brand/audio-solutions/,1,1,0,1,6,1,6,0,0
organic,/brand/bealstreet/,1,0,0,0,3,0,3,0,0
organic,/brand/bealstreet/page/2/,1,1,0,1,4,1,4,0,0
organic,/brand/bes-manufacturing/,1,0,0,0,3,0,3,0,0
organic,/brand/bes-manufacturing/page/9/,1,1,7,1,7,1,7,0,0
organic,/brand/carlon/,1,1,0,1,4,1,4,0,0
organic,/brand/datacomm/,1,1,0,1,5,1,5,0,0
organic,/brand/epson/,4,1,13.5,1,3.5,0.25,14,0,0
organic,/brand/ethereal/,1,0,0,0,3,0,3,0,0
organic,/brand/furrion/,1,0,0,0,3,0,3,0,0
organic,/brand/hp-dirt-devil/page/2/,1,1,0,1,7,1,7,0,0
organic,/brand/hp-dirt-devil/page/3/,1,1,0,1,4,1,4,0,0
organic,/brand/ic-realtime-clearview/page/10/,1,0,0,0,3,0,3,0,0
organic,/brand/ic-realtime-clearview/page/9/,1,0,0,0,3,0,3,0,0
organic,/brand/jbl/,1,0,0,0,3,0,3,0,0
organic,/brand/lutron/?paged=2,1,1,0,1,4,1,4,0,0
organic,/brand/martin-logan/?filters=brand[1719],10,10,52.7,10,11.3,1,113,0,0
organic,/brand/martin-logan/page/11/?filters=brand%5B1719%5D,1,1,0,1,13,1,13,0,0
organic,/brand/martin-logan/page/2/,1,0,0,0,3,0,3,0,0
organic,/brand/metra/page/28/,1,1,0,1,4,1,4,0,0
organic,/brand/milesight/,1,0,0,0,3,0,3,0,0
organic,/brand/milesight/page/9/,1,1,0,1,4,1,4,0,0
organic,/brand/pioneer-elite/,1,0,0,0,3,0,3,0,0
organic,/brand/polk-audio/,1,0,0,0,3,0,3,0,0
organic,/brand/polk-audio/?filters=product_cat[1329],2,0,0,0,2.5,0,5,0,0
organic,/brand/polk-audio/page/2/,1,0,0,0,3,0,3,0,0
organic,/brand/premier-conduit/,1,0,0,0,3,0,3,0,0
organic,/brand/proficient/,1,0,0,0,3,0,3,0,0
organic,/brand/qolsys/,1,1,0,1,5,1,5,0,0
organic,/brand/quest-manufacturing/,1,0,0,0,3,0,3,0,0
organic,/brand/savant/page/3/,3,2,18.66666667,2,6.333333333,0.666666667,19,0,0
organic,/brand/scp/page/3/,1,1,0,1,4,1,4,0,0
organic,/brand/scp/page/6/,1,1,0,1,4,1,4,0,0
organic,/brand/sonarray/,1,1,0,1,6,1,6,0,0
organic,/brand/sunfire/,1,1,0,1,4,1,4,0,0
organic,/brand/tripp-lite/,1,1,106,1,16,1,16,0,0
organic,/brand/veto-pro-pac/,1,0,0,0,3,0,3,0,0
organic,/brand/vextra/page/2/,1,1,80,1,15,1,15,0,0
organic,/brand/wavenet/,1,1,0,1,4,1,4,0,0
organic,/broadline-logo/,1,0,0,0,3,0,3,0,0
organic,/category/counter-day/,1,0,0,0,3,0,3,0,0
organic,/category/product-features/,1,1,71,1,24,1,24,0,0
organic,/category/webinars/,1,1,0,1,3,1,3,0,0
organic,/checkout/order-received/18768/?key=wc_order_LEDzjc6YfxB5z,3,2,0,2,5,0.666666667,15,0,0
organic,/dealer-registration/,1,1,9,1,16,1,16,0,0
organic,/enquiry-quote-cart/,1,0,0,0,2,0,2,0,0
organic,/home/,1,1,16,1,33,1,33,0,0
organic,/job-postings/,1,1,0,1,9,1,9,0,0
organic,/logo/tdg-audio/,1,0,0,0,3,0,3,0,0
organic,/news/page/3/,1,0,0,0,3,0,3,0,0
organic,/polk-audio-brand-logo/,1,1,0,1,4,1,4,0,0
organic,/product-category/alarm/?filters=product_cat[1712],2,0,0,0,2,0,4,0,0
organic,/product-category/alarm/module/,1,0,0,0,3,0,3,0,0
organic,/product-category/alarm/z-wave-devices/,1,1,0,1,5,1,5,0,0
organic,/product-category/automation-and-control/launchport/page/3/?orderby=price-desc,1,0,0,0,3,0,3,0,0
organic,/product-category/av-racks-more/av-racks/qar-series/,1,1,0,1,5,1,5,0,0
organic,/product-category/av-receivers-and-amps/page/2/,1,1,28,1,14,1,14,0,0
organic,/product-category/bulk-wire/?filters=brand[108],1,1,0,1,3,1,3,0,0
organic,/product-category/cables/audio-cables/page/2/,1,0,0,0,3,0,3,0,0
organic,/product-category/centralvac/,6,6,58.5,6,13.5,1,81,0,0
organic,/product-category/centralvac/chameleon/,1,0,0,0,3,0,3,0,0
organic,/product-category/centralvac/chameleon/hose/,1,1,0,1,4,1,4,0,0
organic,/product-category/centralvac/page/2/,1,1,43,1,19,1,19,0,0
organic,/product-category/commercial-amplifiers/mixer-amplifier/,1,0,0,0,3,0,3,0,0
organic,/product-category/ipad-charging/launchport/,1,1,0,1,11,1,11,0,0
organic,/product-category/ipad-charging/launchport/in-wall/,1,1,0,1,11,1,11,0,0
organic,/product-category/led-strips/single-color/,1,1,0,1,5,1,5,0,0
organic,/product-category/lighting/ra3/,1,0,0,0,2,0,2,0,0
organic,/product-category/media-distribution/,2,2,11,2,6,1,12,0,0
organic,/product-category/media-distribution/audio-video-accessories/page/12/?orderby=popularity,1,1,73,1,9,1,9,0,0
organic,/product-category/media-distribution/page/7/?orderby=rating,1,1,0,1,6,1,6,0,0
organic,/product-category/media-distribution/streaming/,1,0,0,0,3,0,3,0,0
organic,/product-category/mounts/page/4/,2,0,0,0,2,0,4,0,0
organic,/product-category/mounts/projection/suspended-ceiling/,1,0,0,0,3,0,3,0,0
organic,/product-category/network-racks/,1,1,0,1,9,1,9,0,0
organic,/product-category/networking/patch-panels/,1,1,0,1,5,1,5,0,0
organic,/product-category/projection-screens/fixed-frame-screens/acoustic-transparent-screens/peregrine-a4k/,1,1,0,1,4,1,4,0,0
organic,/product-category/projection-screens/motorized-retractable-screens/power-max-series/,1,0,0,0,3,0,3,0,0
organic,/product-category/smart-home/logitech/accessories-logitech/,1,0,0,0,3,0,3,0,0
organic,/product-category/smart-home/solar-panel/,2,0,0,0,2.5,0,5,0,0
organic,/product-category/speakers/?filters=product_cat[955]|brand[1719],1,1,0,1,4,1,4,0,0
organic,/product-category/speakers/in-ceiling-speakers/,1,0,0,0,3,0,3,0,0
organic,/product-category/speakers/in-ceiling-speakers/page/5/?orderby=price,1,0,0,0,3,0,3,0,0
organic,/product-category/structured-wiring/,1,0,0,0,2,0,2,0,0
organic,/product-category/surveillance/?paged=4,1,1,14,1,9,1,9,0,0
organic,/product-category/surveillance/cameras/hd-avs/page/3/,1,0,0,0,3,0,3,0,0
organic,/product-category/surveillance/page/3/?orderby=price-desc,1,1,0,1,4,1,4,0,0
organic,/product-category/tools-and-hardware/toggle-bolts-and-anchors/page/6/,1,0,0,0,3,0,3,0,0
organic,/product-category/tools-and-hardware/wall-fish-tools/,1,0,0,0,3,0,3,0,0
organic,/product-category/wall-plates-and-boxes/,1,0,0,0,2,0,2,0,0
organic,/product/072-x-36-fine-wire-search-bit-10pk/,1,0,0,0,3,0,3,0,0
organic,/product/1-5m-hdmi-cable-hs-w-eth-gl-18g-dpl-cert/,3,0,0,0,2.333333333,0,7,0,0
organic,/product/1-gang-orange-non-metallic-low-voltage-backless-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/1-gang-orange-non-metallic-low-voltage-backless-old-work-bracket/,1,0,0,0,3,0,3,0,0
organic,/product/1-gang-recessed-low-voltage-cable-plate-noser/,1,0,0,0,3,0,3,0,0
organic,/product/1-gang-rj11-phone-jack-with-wallplate/,1,0,0,0,3,0,3,0,0
organic,/product/13-feet-high-speed-hdmi-cable/,1,0,0,0,2,0,2,0,0
organic,/product/14-2-speaker-wire-500-box/,1,1,74,1,15,1,15,0,0
organic,/product/14-2ofc-hd-wt/,1,0,0,0,2,0,2,0,0
organic,/product/15m-velox-active-t-hdmi-cable-18g-dpl-cert/,1,0,0,0,3,0,3,0,0
organic,/product/16-2-speaker-wire-hd-pro-grade-500-box/,1,0,0,0,3,0,3,0,0
organic,/product/16-4ofc-hd-wt-indoor-outdoor/,1,0,0,0,3,0,3,0,0
organic,/product/1x2-hdmi-splitter-extender-w-pot-loop-out/,1,0,0,0,3,0,3,0,0
organic,/product/2-j-hook-w-90-deg-angle-clip/,1,1,0,1,6,1,6,0,0
organic,/product/2-j-hook-w-batwing/,1,0,0,0,3,0,3,0,0
organic,/product/2-way-1ghz-catv-splitter/,1,0,0,0,3,0,3,0,0
organic,/product/2gig-dw10-345/,1,0,0,0,3,0,3,0,0
organic,/product/2gig-edg-na-va/,1,0,0,0,3,0,3,0,0
organic,/product/2gig-edg-rk/,1,1,0,1,6,1,6,0,0
organic,/product/2gig-key2e-345/,1,0,0,0,3,0,3,0,0
organic,/product/3-5mm-male-to-female-mono-2-meters/,1,1,0,1,4,1,4,0,0
organic,/product/30-plastic-door-and-trim-kit-5-pack-2/,1,0,0,0,2,0,2,0,0
organic,/product/352-v2714-bl-cat6-jack/,1,0,0,0,3,0,3,0,0
organic,/product/352-v2721-wh-cat6-jack/,1,0,0,0,3,0,3,0,0
organic,/product/3ft-hdmi-cable-hs-w-eth-18g-35pk-shelf-box/,1,1,45,1,30,1,30,0,0
organic,/product/471104-wilson-weboost-connect-4g-x-cell-phone-booster-kit/,1,0,0,0,3,0,3,0,0
organic,/product/4k-hdr-installation-laser-projector-with-5000-lumens-lk952/,1,1,0,1,4,1,4,0,0
organic,/product/4mapper%C2%89a%C2%A2-coax-tester-t101/,1,0,0,0,3,0,3,0,0
organic,/product/5050-led-right-angle-adapter-10pk/,1,0,0,0,3,0,3,0,0
organic,/product/5506w-90-short-elbow-white-90-ctn/,1,0,0,0,3,0,3,0,0
organic,/product/5568w-dirt-devil-mounting-plate-w-plastic-flange-for-univ-valves/,1,1,0,1,4,1,4,0,0
organic,/product/5601w-rhf-90-long-elbw-vaculn-20-ctn/,1,1,0,1,4,1,4,0,0
organic,/product/5e04srbl/,3,0,0,0,2.333333333,0,7,0,0
organic,/product/6928w-2-pvc-tubing-8-lengths-ships-80-bundle-or-3200-skid-ft/,1,0,0,0,3,0,3,0,0
